run,dx,dy,dz,dvx,dvy,dvz,missDistance,interceptTime,hit
112,171.84,-20.5344,-67.8251,4410.76,37.3539,6.99262,12.2263,2.1007,0
113,-46.7559,-171.91,29.0194,4376.45,6.0789,1.14395,9.98796,2.1478,1
114,-228.182,-74.4653,-30.5193,4399.41,51.2145,-56.8901,12.9256,2.1862,0
115,35.5898,118.392,7.8338,4404.1,3.9283,31.6141,10.7236,2.1299,0
116,86.0617,156.244,57.5976,4417.21,2.88633,29.3655,9.22321,2.1191,1
117,22.4118,-84.9043,72.8544,4370.96,-25.2013,34.7773,7.58053,2.1327,1
118,143.132,118.983,56.6126,4447.37,0.256692,30.6651,9.32597,2.1067,1
119,208.867,-160.984,193.512,4436.27,-12.034,-7.20546,13.5969,2.0932,0
120,140.348,-128.774,11.3972,4400.23,9.23314,58.8673,7.6671,2.1075,1
121,-33.2844,-204.236,-33.7809,4429.99,-22.3144,14.6615,13.592,2.1448,0
122,-97.4712,-83.4328,-22.3765,4387.33,52.5234,8.60453,11.7854,2.1584,0
123,-18.9972,-145.841,-20.9296,4399.31,-25.1285,-13.1249,3.60512,2.1417,1
124,-90.7228,-84.146,-117.754,4365.76,1.98545,-8.90128,11.2586,2.1571,0
125,46.1642,28.2106,12.0929,4406.68,-4.15728,32.5834,9.86622,2.1275,1
126,52.8317,82.5044,-195.938,4396.81,-12.802,11.7624,11.4645,2.1266,0
127,-67.3837,119.819,27.4125,4421.94,-9.84243,37.9184,11.0324,2.1518,0
128,82.6672,-5.20402,-25.0833,4431.43,5.28417,27.3115,11.5899,2.1197,0
129,28.3706,26.3649,36.395,4445.67,-25.7636,15.9626,10.4065,2.1312,0
130,-19.2564,19.4606,48.0954,4399.65,48.8179,-32.333,12.8771,2.1415,0
131,-25.0419,57.8147,-195.273,4388.32,8.00741,-15.1081,12.8258,2.1432,0
132,25.7959,-172.939,-87.7084,4371.72,-43.1263,7.52488,14.5998,2.1323,0
133,146.654,-25.6396,-17.2531,4457.32,45.9768,15.9362,12.0031,2.1059,0
134,-23.9401,39.4362,-95.1821,4385.18,-4.39748,28.988,12.6505,2.1427,0
135,-100.693,187.191,47.909,4387.14,44.9884,29.446,9.93384,2.1591,1
136,124.127,-25.2904,11.8107,4385.7,-7.53315,-13.6642,12.3548,2.1109,0
137,-2.42634,-19.5974,18.3929,4359.14,-38.3975,-27.4513,12.1568,2.138,0
138,-193.146,-142.756,-85.8574,4406.99,24.1334,-27.6405,11.8105,2.179,0
139,-147.738,-37.7309,42.173,4444.33,18.7953,20.9658,10.3123,2.1688,0
140,68.0105,88.8007,-5.66399,4387.91,5.84152,31.0973,10.6954,2.1229,0
141,168.605,-59.0584,15.7813,4413.84,-3.13509,-1.27007,12.0634,2.1014,0
142,-154.866,-17.8169,23.6804,4398.74,-28.4252,11.1005,9.22474,2.1705,1
143,32.5204,27.1326,103.224,4412.6,-6.91304,33.6194,9.35088,2.1304,1
144,49.6743,71.5707,92.7121,4413.35,19.4926,40.1298,8.95311,2.1267,1
145,-136.69,31.565,100.765,4412.7,28.5497,31.9589,10.8626,2.1665,0
146,134.123,-41.5671,-33.2741,4417.1,13.9965,32.9124,11.5252,2.1087,0
147,207.005,-53.4523,163.499,4334.24,30.0334,32.8904,8.48556,2.0935,1
148,46.9594,50.8856,141.581,4448.94,9.93914,-10.4124,9.99985,2.1273,1
149,-118.04,-79.8932,-123.21,4429.52,-16.7522,2.88596,12.1497,2.1628,0
150,37.0647,-83.2706,259.991,4414.04,-12.3647,-8.55447,4.65841,2.13,1
151,60.8499,-94.8318,-103.867,4413.44,-18.0424,23.8536,2.80762,2.1246,1
152,-108.092,4.07877,-87.944,4427.89,10.2679,28.9899,12.1618,2.1606,0
153,-11.2604,98.1577,36.1152,4367.65,5.9986,-24.3077,12.8376,2.14,0
154,-199.203,-153.511,-51.009,4383.19,-11.2418,51.2384,11.4395,2.1803,0
155,-85.6568,-150.982,-12.0542,4396.73,-9.01769,11.8542,9.76548,2.1559,1
156,148.974,119.874,109.28,4408.3,-15.2237,-4.81243,9.57359,2.1057,1
157,-99.6312,-148.426,-1.30615,4409.57,-16.6594,36.5451,7.48054,2.1589,1
158,176.637,-88.3804,-174.931,4385.06,23.9454,-28.61,13.2065,2.1001,0
159,110.085,66.106,29.7802,4433.67,20.4394,16.7298,10.2567,2.1137,0
160,176.334,-98.9893,14.4086,4380.33,-5.66161,51.7471,5.87088,2.0998,1
161,4.57771,47.19,-8.91262,4417.02,20.9934,4.9861,12.5774,2.1364,0
162,12.1418,-32.0243,-41.4775,4420.01,2.70307,22.7672,11.7324,2.1348,0
163,131.504,-11.4125,48.3941,4419.61,-19.0501,17.3612,8.09556,2.1092,1
164,-94.2051,-134.622,38.4521,4443.93,-28.6824,6.54911,6.28019,2.1575,1
165,-143.263,-180.066,-84.3455,4407.69,36.1945,-5.25725,13.5236,2.1685,0
166,213.703,129.604,-100.221,4423.51,-5.97009,8.59283,9.56717,2.0919,1
167,-40.1814,-80.4801,-41.6178,4373.17,-8.68896,31.145,12.1492,2.1462,0
168,158.892,-10.8169,-102.463,4400.19,7.78788,37.2654,12.3635,2.1036,0
169,-99.2652,40.1611,22.9227,4373.37,-14.2188,15.3781,10.4962,2.1587,0
170,-45.8097,-66.7439,47.5755,4419.3,18.0229,10.0135,10.1887,2.1472,0
171,-23.3305,25.2255,-205.093,4386.19,-46.8388,-11.6743,12.3523,2.1429,0
172,33.0555,107.617,-29.7197,4388.42,16.1829,6.67033,12.4528,2.1305,0
173,126.59,-64.3824,34.5357,4418.14,-3.6737,28.6072,8.20733,2.1103,1
174,90.3644,111.314,-53.0228,4397.31,-29.4458,-21.1873,12.4781,2.1182,0
175,-51.1516,27.954,95.6625,4354.32,-21.6338,6.28722,9.29008,2.1485,1
176,-9.80432,-160.345,-31.3872,4394.7,-39.4457,-37.8776,14.7091,2.1397,0
177,-19.7744,-116.942,-80.0067,4415.18,-10.9339,19.2972,7.77615,2.1418,1
178,2.47464,170.32,79.7245,4396.91,-1.65236,19.3722,10.1098,2.1371,0
179,-13.2844,1.75804,85.3132,4396.62,6.57628,44.8108,9.59234,2.1402,1
180,86.2693,-27.5351,-114.18,4401.24,-17.7234,31.6501,12.2259,2.1192,0
181,-29.4423,14.0864,30.1714,4376.99,32.1266,4.36255,11.8216,2.1437,0
182,91.012,183.04,-144.554,4367.52,24.5425,44.6247,11.5917,2.1186,0
183,158.585,-35.2137,81.0371,4382.31,64.7234,15.6919,9.35205,2.1036,1
184,-43.4191,-95.981,103.97,4437.92,9.95763,50.906,9.54514,2.1466,1
185,-28.34,38.7886,-105.965,4403.7,11.2638,9.84215,13.1484,2.1436,0
186,-152.454,-224.051,-63.4463,4375.21,-3.18807,22.7003,9.11093,2.1706,1
187,-17.5789,25.5328,22.5634,4390.19,-28.8563,46.0094,8.92121,2.1411,1
188,-85.2875,-86.4018,-93.2445,4439.8,-5.29305,8.1615,13.0287,2.1557,0
189,-34.9737,-165.636,61.1104,4369.21,-18.1236,33.4167,11.5355,2.1452,0
190,71.8339,34.6386,24.7135,4377.2,-11.3437,-9.16668,12.1187,2.1221,0
191,-31.1732,171.723,90.9316,4344.06,18.4563,-1.70386,5.56622,2.1445,1
192,69.4,-1.76669,122.426,4424.43,21.3598,13.0831,9.45197,2.1225,1
193,-56.7037,122.479,-180.037,4418.28,1.23398,45.1644,12.9976,2.15,0
194,65.1566,114.86,40.5776,4430.14,42.4899,13.6423,4.60565,2.1234,1
195,37.0915,-63.4544,96.4882,4430.92,29.4274,8.93875,9.35475,2.1294,1
196,115.212,-144.124,145.058,4382.72,-25.19,12.1989,12.8499,2.1131,0
197,12.2263,36.1179,-101.731,4406.96,45.006,31.3408,12.809,2.1349,0
198,149.863,78.7973,15.1242,4428.43,16.7012,-28.7534,11.8574,2.1053,0
199,-6.9915,-127.781,-233.752,4416.33,10.0983,-11.152,11.0124,2.1396,0
200,24.8945,-93.6132,-140.088,4442.8,-9.74368,57.6266,11.8052,2.1323,0
201,255.673,-47.0857,-62.3032,4398.37,-24.5316,-25.4966,11.0859,2.0828,0
202,31.1826,-20.2625,-73.8681,4390.43,0.94927,1.53089,12.8233,2.1309,0
203,165.017,119.947,73.7116,4366.63,-14.1833,41.5372,8.85021,2.1023,1
204,90.3892,16.974,137.239,4374.84,-16.9608,1.12922,9.01661,2.1182,1
205,-71.8738,140.808,62.2434,4395.18,22.5952,35.5305,4.55823,2.1529,1
206,61.1756,-54.1391,21.208,4405.17,33.0295,4.84119,11.6541,2.1244,0
207,120.533,-52.4162,129.189,4413.42,-30.5829,10.4175,8.59708,2.1117,1
208,47.7542,84.6761,-253.594,4393.52,0.215696,42.1302,11.6653,2.128,0
209,-30.9094,-202.66,-115.03,4399.84,62.5357,47.9973,12.3678,2.1447,0
210,-147.344,297.851,214.526,4346.76,11.0719,22.325,8.69815,2.1701,1
211,38.3629,-96.1539,-35.1115,4392.63,23.9026,22.4163,11.7279,2.1294,0
212,20.6811,-175.818,30.8851,4388.23,-15.1292,15.8469,3.18504,2.1333,1
213,-140.736,212.819,-94.8029,4398.87,-0.38494,36.5362,13.1282,2.168,0
214,-119.884,116.995,-47.1504,4408.38,5.7165,12.0894,12.8329,2.1632,0
215,-101.688,1.87333,-87.7842,4395.89,-38.1283,18.4083,12.9308,2.1593,0
216,144.126,-22.6533,-58.1568,4407.83,-20.285,-31.2689,11.0344,2.1066,0
217,-122.441,-223.446,-6.8884,4379.75,1.92296,-0.0617625,6.27351,2.1641,1
218,-22.3014,23.8463,195.241,4372.51,25.5204,-18.0239,10.1292,2.1425,0
219,-7.84761,137.564,-124.046,4368.85,52.505,-5.04885,11.3533,2.1394,0
220,39.996,-279.105,-34.3923,4369.34,11.5319,-9.01614,12.9475,2.1298,0
221,-91.1126,12.1983,-9.27562,4437.11,40.6413,-49.3678,12.9461,2.1567,0
222,-196.496,-110.034,13.3015,4364.84,29.9512,60.1587,8.77974,2.1796,1
223,-260.907,-99.5799,21.101,4381.21,-15.2432,25.5126,10.9294,2.1933,0
224,120.526,41.8711,12.3684,4392.19,20.5871,3.85014,11.9439,2.1117,0
225,121.047,49.1584,-28.4528,4387.1,-26.1165,-7.4724,12.5192,2.1116,0
226,31.9111,-25.7215,-25.3735,4412.38,-44.1558,45.2798,11.758,2.1305,0
227,17.8886,-56.756,-162.62,4424.62,27.4765,28.8147,12.8765,2.1339,0
228,-130.228,5.82064,-9.00313,4432.84,-20.8309,58.8038,8.9465,2.1651,1
229,-156.553,94.9061,64.0031,4433.33,29.2828,39.7639,11.5655,2.1707,0
230,-103.59,-6.95521,150.331,4370.28,36.451,19.6705,10.3685,2.1597,0
231,13.8082,56.494,-22.469,4449.72,-19.5425,14.6532,11.9318,2.1343,0
232,-136.886,22.1766,-72.5222,4413.42,24.417,41.9478,11.828,2.1667,0
233,33.4635,120.402,-42.2159,4432.88,54.3109,-14.3158,14.3844,2.1302,0
234,-0.664175,10.8146,-157.834,4439.37,-29.7894,61.4573,12.5919,2.1378,0
235,18.3621,158.737,-31.4531,4361.73,-1.19001,-9.06122,12.2141,2.1338,0
236,22.0249,-32.5965,110.707,4423.19,-0.811711,47.2275,9.11294,2.1326,1
237,10.0568,71.72,15.4939,4377.17,19.9087,-1.98059,12.5322,2.1353,0
238,9.94616,18.6649,183.852,4420.54,-2.65338,1.45492,9.39478,2.1354,1
239,53.7794,174.101,-69.6439,4419.27,-38.0977,11.5849,12.8757,2.1262,0
240,-43.5336,127.935,15.5464,4369.79,20.4862,-21.2174,12.4621,2.1469,0
241,43.1124,42.0365,-70.0097,4375.2,-22.745,37.7125,11.8272,2.1284,0
242,68.1091,-110.174,66.3172,4356.59,-14.5084,5.71327,5.34346,2.1231,1
243,-5.34138,20.0087,86.4928,4358.16,-27.039,7.4714,8.78673,2.1387,1
244,82.3703,221.001,-132.926,4391.12,24.6934,-11.4977,9.13791,2.1204,1
245,-164.57,6.85791,20.2537,4419.79,20.5028,-5.28942,11.4301,2.1725,0
246,-72.5892,94.7041,-104.703,4377.95,28.375,18.9278,12.8663,2.1532,0
247,82.6631,-27.7918,41.1936,4374.02,-29.9662,4.14288,11.9105,2.1198,0
248,102.509,-37.5942,-90.5029,4357.67,-15.053,11.3751,11.8431,2.1158,0
249,-111.383,-10.1734,39.6203,4419.24,-4.72275,15.8724,10.2792,2.1611,0
250,106.564,-102.18,-57.6794,4411.78,20.0647,46.4662,11.3101,2.1148,0
251,29.9264,-17.9221,-148.7,4364.33,-10.1528,-22.5971,8.43122,2.1313,1
252,-105.727,26.0717,122.153,4317.12,-25.6891,27.9377,9.62049,2.1603,1
253,45.365,47.2039,-73.888,4394.89,29.3565,-7.32386,12.4655,2.1278,0
254,-180.575,-42.7026,-182.175,4361.47,1.47404,16.8189,13.2024,2.1766,0
255,-22.4828,-36.0411,44.2218,4393.03,-11.8871,12.8895,9.52809,2.1422,1
256,212.292,26.1701,-93.9945,4398.6,28.9878,36.3846,11.8828,2.0922,0
257,212.998,46.2826,-147.755,4462.29,8.9347,25.5479,10.964,2.092,0
258,85.1765,75.4476,122.115,4351.58,31.0332,19.2114,8.63883,2.1194,1
259,-70.8962,110.723,-132.231,4400.92,-19.4552,33.1366,13.0611,2.1529,0
260,107.073,-175.037,38.0355,4389.9,-41.9504,38.9695,5.60551,2.1148,1
261,-115.207,-54.1673,-97.7552,4394.49,-15.1946,-17.7087,8.79378,2.1621,1
262,-69.2856,-16.0058,170.383,4387.67,22.9844,-3.25726,10.0955,2.1524,0
263,-96.2618,17.9893,3.49569,4377.81,17.2967,15.4458,11.4837,2.1581,0
264,62.0405,-159.666,-36.5272,4390.15,7.52117,26.2537,11.2562,2.1245,0
265,-58.9958,75.5917,-35.5643,4415.17,11.9402,21.6514,12.5283,2.15,0
266,49.0784,15.9731,-24.4309,4378.27,7.43611,15.3848,12.1462,2.127,0
267,16.5142,-122.317,304.48,4444.87,11.0988,-18.8848,11.6692,2.1347,0
268,-18.8167,-67.084,-28.7035,4469.62,15.5392,10.0605,12.0133,2.1413,0
269,8.97088,-99.1488,-17.3471,4342.1,-28.2309,20.9513,8.03174,2.1358,1
270,19.0103,-60.4076,-183.841,4407.81,-55.6032,8.33019,14.9106,2.1337,0
271,134.036,50.9688,31.8562,4402.74,12.3713,-16.5802,12.3179,2.1088,0
272,-59.2721,131.822,-4.21479,4375.19,-2.97708,-8.03292,12.9076,2.1503,0
273,-145.697,18.5542,5.93924,4388.25,10.4888,27.1271,11.3226,2.1686,0
274,28.0253,62.2708,-0.63385,4424.33,0.795239,12.9562,12.0877,2.1314,0
275,157.191,45.7473,38.9507,4379.17,-14.5457,-16.6027,12.1139,2.1039,0
276,-159.582,46.228,-34.2395,4453.4,62.8412,-34.4512,12.9911,2.1713,0
277,-61.9201,128.222,13.7727,4411.56,59.0772,15.3833,13.8027,2.1506,0
278,-34.4598,-158.979,-63.6293,4397.85,2.57727,-10.1037,8.62619,2.1451,1
279,104.017,64.2485,170.469,4406.97,-22.6795,10.1972,8.75519,2.1153,1
280,-210.587,-6.16368,128.251,4353.37,-34.0175,45.1675,8.56286,2.1825,1
281,180.3,-143.847,60.068,4445.72,-20.5177,8.74451,6.6726,2.0989,1
282,162.761,-36.3625,49.9039,4385.21,16.6522,4.94806,11.0508,2.1027,0
283,105.407,-156.428,-83.6475,4440.01,-3.09384,-46.5174,15.0527,2.115,0
284,-40.327,115.294,96.0639,4412.88,3.14512,-4.77456,11.1337,2.1461,0
285,78.2335,-63.081,-38.9804,4376.93,-38.7442,17.2296,10.7315,2.1208,0
286,-82.3509,47.2368,-109.967,4412.7,-30.6604,-20.0953,12.4784,2.1551,0
287,-47.1337,54.964,38.8795,4446.28,35.8772,17.6312,11.3339,2.1473,0
288,-107.875,236.179,-81.3847,4415.08,17.4607,30.8355,14.9593,2.161,0
289,7.75228,35.6694,-132.463,4388.47,-2.47277,-0.929442,12.561,2.136,0
290,45.0058,-55.8776,86.1877,4392.27,-14.6758,-20.779,11.8454,2.1279,0
291,103.626,-141.738,-58.5728,4414.78,-4.46885,29.0631,7.6946,2.1155,1
292,154.679,-191.305,218.997,4405.29,-21.1866,15.228,5.50287,2.1051,1
293,67.8665,-173.024,-43.4586,4379.27,18.5822,-4.69573,3.98245,2.1233,1
294,-45.0788,101.961,72.0361,4423.76,14.2414,20.4222,10.776,2.147,0
295,-38.2048,13.9361,-110.949,4403.39,-21.7848,28.8555,12.8387,2.1458,0
296,104.443,-100.971,-73.8144,4386.29,-4.45159,-0.032729,11.5965,2.1153,0
297,-124.396,-175.225,67.686,4359.95,-1.47932,-3.26133,8.97758,2.1644,1
298,11.7644,-38.1737,49.0054,4381.74,-66.4576,-23.8532,4.84528,2.1349,1
299,66.8096,-58.3986,-151.136,4383.25,-17.89,-6.08426,2.68462,2.1235,1
300,-90.4426,57.5126,103.725,4369.47,-0.0232276,0.26869,10.7827,2.1569,0
301,28.7706,116.809,95.3293,4393.74,-9.00244,-5.50927,10.6468,2.1314,0
302,-26.8089,10.9871,18.5741,4365.63,-24.4061,32.175,8.76267,2.1432,1
303,-82.9511,21.9237,-27.2354,4436.15,-42.5738,25.9047,10.553,2.155,0
304,-70.2774,-24.5267,27.771,4406.45,6.91674,22.1418,10.4611,2.1524,0
305,81.0205,-39.7808,71.4462,4427.11,3.80292,-24.6305,11.745,2.12,0
306,-38.458,54.7636,71.4618,4394.72,-14.5096,-12.724,11.259,2.1457,0
307,235.463,50.2254,-15.1028,4445.37,25.3286,15.6312,10.629,2.0869,0
308,-13.8773,15.7669,18.4162,4415.46,1.90572,-5.24531,11.9053,2.1403,0
