t,x,y,z,qw,qx,qy,qz,tx,ty,tz,Vc,range,nCx,nCy,nCz,ox,oy,oz
0.001,4.39997,0.0880177,10000,0.999946,2.20763e-06,-0.000220785,0.0103748,24998.5,500,10000,5900.52,24999.1,-0.978069,36.5905,21.4748,0.999785,0.0207485,0.000441592
0.002,8.79989,0.176091,10000,0.999942,3.28387e-08,-1.933e-05,0.010758,24997,500,10000,5900.47,24993.2,-2.4266,52.014,-26.5801,0.999769,0.0215148,3.86586e-05
0.003,13.1998,0.264251,10000,0.999941,4.4353e-06,-0.000428367,0.0108985,24995.5,500,10000,5900.42,24987.3,-1.90656,52.1071,141.245,0.999762,0.0217956,0.00085678
0.004,17.5996,0.352524,10000,0.999938,8.45425e-06,-0.000805223,0.0110951,24994,500,10000,5900.38,24981.4,-1.76605,67.0417,122.701,0.999752,0.0221889,0.00161053
0.005,21.9994,0.440906,10000,0.999937,1.29423e-05,-0.00121728,0.0111854,24992.5,500.001,10000,5900.33,24975.5,-0.292561,25.3877,101.753,0.999747,0.0223693,0.00243469
0.006,26.3991,0.529383,10000,0.999935,1.74311e-05,-0.00162802,0.0112545,24991,500.001,10000,5900.29,24969.6,0.0256557,17.5251,87.4371,0.999741,0.0225075,0.00325623
0.007,30.7988,0.617972,10000,0.999932,2.09814e-05,-0.00197688,0.0114654,24989.5,500.001,10000,5900.26,24963.7,-0.404002,49.7594,80.9219,0.999729,0.0229292,0.00395398
0.008,35.1984,0.706602,10000,0.999937,2.36132e-05,-0.00213815,0.0110519,24988,500.002,10000,5900.22,24957.8,-2.74688,-145.262,69.779,0.999747,0.0221023,0.00427655
0.009,39.598,0.795291,10000,0.999932,2.29257e-05,-0.00216264,0.0114701,24986.5,500.002,10000,5900.19,24951.9,-2.13013,100.648,12.6546,0.999728,0.0229385,0.00432551
0.01,43.9976,0.884198,10000,0.999927,2.29984e-05,-0.00224782,0.0118702,24985,500.003,10000,5900.15,24946,-5.08246,171.455,47.0567,0.999708,0.0237386,0.00449585
0.011,48.3972,0.973381,10000,0.999922,2.20882e-05,-0.00225003,0.012279,24983.5,500.003,10000,5900.12,24940.1,-4.9019,164.36,12.7235,0.999688,0.024556,0.00450025
0.012,52.7967,1.06288,10000,0.999917,1.99512e-05,-0.00214837,0.0126776,24982,500.004,10000,5900.1,24934.2,-8.38708,202.835,-33.0963,0.999669,0.0253531,0.0042969
0.013,57.1962,1.15275,10000,0.999912,1.81185e-05,-0.00206777,0.0130734,24980.5,500.004,10000,5900.07,24928.3,-7.62281,199.192,-23.261,0.99965,0.0261445,0.00413565
0.014,61.5956,1.24301,10000,0.999908,1.54743e-05,-0.00191981,0.01345,24979,500.005,10000,5900.04,24922.4,-10.1185,215.948,-61.3238,0.999631,0.0268975,0.00383968
0.015,65.995,1.3337,10000,0.999903,1.27904e-05,-0.00176528,0.0138188,24977.5,500.006,10000,5900.02,24916.5,-9.91436,213.269,-65.3499,0.999612,0.0276349,0.00353057
0.016,70.3944,1.42484,10000,0.999898,1.01026e-05,-0.00160718,0.0141807,24976,500.006,10000,5900,24910.6,-8.93693,201.742,-64.8639,0.999593,0.0283584,0.00321432
0.017,74.7938,1.51644,10000,0.999893,7.70279e-06,-0.00146703,0.0145422,24974.5,500.007,10000,5899.98,24904.7,-7.78745,193.348,-54.2044,0.999573,0.0290813,0.00293397
0.018,79.1931,1.60852,10000,0.999888,5.16918e-06,-0.00131465,0.0148945,24973,500.008,10000,5899.96,24898.8,-8.0048,193.598,-61.4372,0.999553,0.0297856,0.00262917
0.019,83.5924,1.70112,10000,0.999883,3.02218e-06,-0.00118627,0.0152481,24971.5,500.009,10000,5899.94,24892.9,-8.01872,202.327,-52.7587,0.999532,0.0304926,0.00237236
0.02,87.9916,1.79426,10000,0.999878,1.30108e-06,-0.00108407,0.0156024,24970,500.01,10000,5899.92,24887,-9.25197,226.197,-45.3077,0.999511,0.0312009,0.00216792
0.021,92.3909,1.88798,10000,0.999872,1.10525e-07,-0.00101439,0.0159568,24968.5,500.011,10000,5899.9,24881.1,-5.8726,187.726,-23.6539,0.999489,0.0319095,0.00202853
0.022,96.7901,1.98227,10000,0.999867,-1.19581e-06,-0.000935944,0.0163049,24967,500.012,10000,5899.89,24875.2,-5.94863,188.203,-28.0397,0.999467,0.0326054,0.0018716
0.023,101.189,2.07716,10000,0.999861,-2.40063e-06,-0.00086232,0.0166487,24965.5,500.013,10000,5899.87,24869.3,-5.99048,191.111,-26.7883,0.999444,0.0332927,0.00172432
0.024,105.588,2.17267,10000,0.999855,-3.74814e-06,-0.000778736,0.0169859,24964,500.015,10000,5899.86,24863.4,-5.53187,182.402,-30.3271,0.999422,0.033967,0.00155712
0.025,109.988,2.26882,10000,0.99985,-4.57849e-06,-0.000724427,0.0173222,24962.5,500.016,10000,5899.84,24857.5,-5.05513,182.011,-18.2095,0.999399,0.0346392,0.00144848
0.026,114.387,2.36564,10000,0.999844,-5.58813e-06,-0.000658765,0.0176524,24961,500.017,10000,5899.83,24851.6,-4.79088,175.89,-22.5789,0.999376,0.0352993,0.00131713
0.027,118.786,2.46314,10000,0.999838,-6.43767e-06,-0.000601179,0.0179788,24959.5,500.018,10000,5899.82,24845.7,-5.06487,183.368,-20.4645,0.999353,0.0359518,0.00120193
0.028,123.185,2.56136,10000,0.999832,-6.94956e-06,-0.000561547,0.0183022,24958,500.02,10000,5899.8,24839.8,-4.8113,183.707,-13.1856,0.999329,0.0365983,0.00112265
0.029,127.584,2.66031,10000,0.999827,-7.68265e-06,-0.000509176,0.0186199,24956.5,500.021,10000,5899.79,24833.9,-4.73477,180.433,-18.5139,0.999306,0.0372334,0.00101789
0.03,131.983,2.76002,10000,0.999821,-8.21053e-06,-0.000467109,0.0189341,24955,500.023,10000,5899.78,24828,-4.47205,178.664,-14.3615,0.999283,0.0378613,0.00093374
0.031,136.382,2.8605,10000,0.999815,-8.57391e-06,-0.000433166,0.0192443,24953.5,500.024,10000,5899.77,24822.1,-3.98071,171.525,-10.8003,0.999259,0.0384815,0.000865842
0.032,140.781,2.96177,10000,0.999809,-8.93978e-06,-0.000398652,0.0195502,24952,500.026,10000,5899.76,24816.2,-3.66814,165.856,-10.8435,0.999235,0.0390928,0.000796801
0.033,145.18,3.06383,10000,0.999803,-8.39705e-06,-0.000410188,0.0198522,24950.5,500.028,10000,5899.75,24810.3,-1.86466,131.427,5.16119,0.999211,0.0396966,0.000819882
0.034,149.579,3.16669,10000,0.999797,-8.1304e-06,-0.000408035,0.0201504,24949,500.029,10000,5899.73,24804.4,-2.05103,135.032,1.1106,0.999188,0.0402926,0.000815576
0.035,153.977,3.27039,10000,0.999792,-4.04025e-06,-0.000594704,0.0203997,24947.5,500.031,10000,5899.72,24798.5,-4.76513,203.483,100.007,0.999167,0.040791,0.001189
0.036,158.376,3.375,10000,0.999787,6.16401e-07,-0.000811275,0.0206278,24946,500.033,10000,5899.71,24792.6,-3.6093,180.783,108.789,0.999148,0.0412469,0.00162223
0.037,162.775,3.48049,10000,0.999782,5.14644e-06,-0.00102471,0.0208528,24944.5,500.035,10000,5899.7,24786.7,-3.3785,177.338,106.651,0.999128,0.0416965,0.0020492
0.038,167.174,3.58689,10000,0.999777,9.47466e-06,-0.00123144,0.0210768,24943,500.037,10000,5899.69,24780.8,-3.56814,181.569,106.756,0.999109,0.0421442,0.00246273
0.039,171.573,3.69422,10000,0.999772,1.39592e-05,-0.00144779,0.0212901,24941.5,500.039,10000,5899.68,24774.9,-3.54807,179.37,113.752,0.999089,0.0425704,0.00289552
0.04,175.971,3.80247,10000,0.999768,1.85923e-05,-0.0016733,0.0214923,24940,500.041,10000,5899.67,24769,-3.40653,174.827,119.247,0.999071,0.0429745,0.00334662
0.041,180.37,3.91167,10000,0.999763,2.32565e-05,-0.00190267,0.0216868,24938.5,500.043,10000,5899.66,24763.1,-3.29813,171.716,122.133,0.999052,0.0433632,0.00380545
0.042,184.769,4.0218,10000.1,0.999758,2.7958e-05,-0.00213609,0.0218733,24937,500.045,10000,5899.65,24757.2,-3.34145,170.834,126.872,0.999034,0.0437359,0.00427236
0.043,189.167,4.13289,10000.1,0.999754,3.26455e-05,-0.00237127,0.0220534,24935.5,500.047,10000,5899.64,24751.3,-3.16234,166.807,127.666,0.999016,0.0440957,0.00474281
0.044,193.566,4.24494,10000.1,0.999749,3.71918e-05,-0.00260282,0.0222312,24934,500.049,10000,5899.63,24745.4,-3.02603,164.865,125.926,0.998998,0.044451,0.00520598
0.045,197.965,4.35796,10000.1,0.999745,4.17831e-05,-0.00283833,0.0224009,24932.5,500.051,10000,5899.62,24739.5,-2.89776,160.923,128.347,0.99898,0.0447901,0.00567709
0.046,202.363,4.47194,10000.1,0.999741,4.63789e-05,-0.0030761,0.0225636,24931,500.054,10000,5899.61,24733.6,-2.6177,154.782,127.652,0.998963,0.0451153,0.0061527
0.047,206.762,4.58688,10000.1,0.999736,5.08923e-05,-0.00331259,0.0227224,24929.5,500.056,10000,5899.6,24727.7,-2.33869,149.51,124.849,0.998945,0.0454325,0.00662574
0.048,211.16,4.7028,10000.1,0.999732,5.56919e-05,-0.00356211,0.0228646,24928,500.058,10000,5899.59,24721.8,-1.9726,138.215,127.636,0.998929,0.0457166,0.00712486
0.049,215.559,4.81967,10000.1,0.999728,6.0351e-05,-0.00380822,0.0230047,24926.5,500.061,10000,5899.58,24715.9,-1.65188,132.371,122.308,0.998913,0.0459964,0.00761715
0.05,219.957,4.93752,10000.1,0.999724,6.44474e-05,-0.00403485,0.0231569,24925,500.063,10000,5899.57,24710,-1.76823,139.199,116.526,0.998895,0.0463005,0.00807046
0.051,224.356,5.05634,10000.1,0.999719,6.86544e-05,-0.00426711,0.0232994,24923.5,500.066,10000,5899.56,24704.1,-1.84155,138.247,122.129,0.998878,0.0465852,0.00853502
0.052,228.754,5.17614,10000.1,0.999715,7.27693e-05,-0.00449745,0.0234388,24922,500.069,10000,5899.55,24698.2,-1.76174,136.377,121.479,0.998861,0.0468635,0.00899574
0.053,233.152,5.29692,10000.1,0.999711,7.6581e-05,-0.00471811,0.0235817,24920.5,500.071,10000,5899.54,24692.3,-1.5693,134.391,115.064,0.998843,0.0471491,0.00943711
0.054,237.551,5.41869,10000.1,0.999706,7.98699e-05,-0.00492096,0.0237348,24919,500.074,10000,5899.52,24686.4,-1.68169,140.243,109.846,0.998825,0.0474548,0.00984282
0.055,241.949,5.54146,10000.1,0.999701,8.25801e-05,-0.00510361,0.0238986,24917.5,500.077,10000,5899.51,24680.5,-1.77487,145.684,102.878,0.998806,0.047782,0.0102081
0.056,246.347,5.66524,10000.1,0.999696,8.49796e-05,-0.00527549,0.0240657,24916,500.08,10000,5899.5,24674.6,-1.69901,145.455,97.8151,0.998786,0.0481159,0.0105519
0.057,250.745,5.79004,10000.1,0.999691,8.66573e-05,-0.0054214,0.0242453,24914.5,500.082,10000,5899.49,24668.7,-2.08227,156.92,91.5737,0.998766,0.0484746,0.0108437
0.058,255.144,5.91589,10000.1,0.999686,8.73152e-05,-0.00552965,0.024441,24913,500.085,10000,5899.48,24662.8,-2.97408,178.28,83.0692,0.998744,0.0488657,0.0110601
0.059,259.542,6.04279,10000.1,0.999681,8.83691e-05,-0.00565179,0.0246264,24911.5,500.088,10000,5899.46,24656.9,-2.53372,168.268,86.6196,0.998723,0.0492361,0.0113043
0.06,263.94,6.17075,10000.2,0.999676,8.94953e-05,-0.00577612,0.0248072,24910,500.091,10000,5899.45,24651,-2.35723,164.232,86.6519,0.998702,0.0495972,0.0115529
0.061,268.338,6.29977,10000.2,0.99967,9.01068e-05,-0.0058815,0.024994,24908.5,500.094,10000,5899.44,24645.1,-2.43359,167.173,78.9899,0.998681,0.0499705,0.0117636
0.062,272.736,6.42986,10000.2,0.999665,9.05177e-05,-0.00597895,0.0251811,24907,500.098,10000,5899.42,24639.2,-1.55295,147.421,66.742,0.99866,0.0503443,0.0119585
0.063,277.134,6.56102,10000.2,0.99966,8.97071e-05,-0.00603123,0.0253827,24905.5,500.101,10000,5899.41,24633.3,-1.86024,154.989,50.897,0.998639,0.050747,0.0120629
0.064,281.532,6.69326,10000.2,0.999654,8.90459e-05,-0.00608739,0.0255799,24904,500.104,10000,5899.39,24627.4,-1.8746,155.451,52.9766,0.998617,0.051141,0.0121751
0.065,285.93,6.82658,10000.2,0.999649,8.86359e-05,-0.00615116,0.0257713,24902.5,500.107,10000,5899.38,24621.5,-1.80958,153.964,56.0025,0.998596,0.0515235,0.0123026
0.066,290.328,6.96099,10000.2,0.999644,8.79564e-05,-0.00620399,0.0259636,24901,500.111,10000,5899.36,24615.6,-1.64622,149.649,50.3403,0.998575,0.0519076,0.0124081
0.067,294.726,7.09651,10000.2,0.999638,8.7103e-05,-0.00624919,0.0261554,24899.5,500.114,10000,5899.35,24609.7,-1.61511,148.606,47.2523,0.998554,0.0522909,0.0124984
0.068,299.124,7.23312,10000.2,0.999633,8.65045e-05,-0.0063019,0.0263419,24898,500.117,10000,5899.33,24603.8,-1.472,145.12,49.3047,0.998533,0.0526633,0.0126037
0.069,303.522,7.37083,10000.3,0.999628,8.63508e-05,-0.0063688,0.0265203,24896.5,500.121,10000,5899.32,24597.9,-1.3051,140.984,53.6982,0.998512,0.0530198,0.0127374
0.07,307.919,7.50966,10000.3,0.999623,8.67058e-05,-0.00645212,0.0266892,24895,500.124,10000,5899.3,24592,-1.08184,134.922,58.1451,0.998492,0.0533571,0.012904
0.071,312.317,7.64958,10000.3,0.999618,8.67324e-05,-0.00652354,0.02686,24893.5,500.128,10000,5899.28,24586.1,-0.641693,121.342,48.5049,0.998472,0.0536984,0.0130468
0.072,316.715,7.79061,10000.3,0.999613,8.65189e-05,-0.00658589,0.0270317,24892,500.132,10000,5899.27,24580.2,-0.690529,122.831,46.2956,0.998452,0.0540412,0.0131714
0.073,321.113,7.93274,10000.3,0.999608,8.61842e-05,-0.00664309,0.0272024,24890.5,500.135,10000,5899.25,24574.3,-0.619582,120.477,43.9755,0.998432,0.0543824,0.0132857
0.074,325.51,8.07598,10000.3,0.999603,8.59757e-05,-0.00670344,0.0273693,24889,500.139,10000,5899.23,24568.4,-0.540804,118.186,44.4382,0.998412,0.0547158,0.0134063
0.075,329.908,8.22033,10000.3,0.999598,8.5453e-05,-0.00675222,0.0275378,24887.5,500.143,10000,5899.22,24562.5,-0.529177,117.453,40.696,0.998392,0.0550522,0.0135037
0.076,334.305,8.3658,10000.4,0.999593,8.51327e-05,-0.00680657,0.0277016,24886,500.147,10000,5899.2,24556.6,-0.329942,110.812,40.2937,0.998373,0.0553794,0.0136123
0.077,338.703,8.51238,10000.4,0.999588,8.50104e-05,-0.00686641,0.0278608,24884.5,500.15,10000,5899.18,24550.7,-0.435914,115.325,43.9438,0.998353,0.0556974,0.0137319
0.078,343.1,8.66008,10000.4,0.999584,8.60112e-05,-0.00696173,0.0280019,24883,500.154,10000,5899.16,24544.8,-0.271532,110.794,54.1866,0.998335,0.0559794,0.0139225
0.079,347.498,8.80891,10000.4,0.999579,8.67807e-05,-0.00704944,0.0281442,24881.5,500.158,10000,5899.14,24538.9,-0.400679,115.44,54.1953,0.998316,0.0562634,0.0140978
0.08,351.895,8.95886,10000.4,0.999574,8.66863e-05,-0.00710909,0.0282959,24880,500.162,10000,5899.12,24533,-0.302111,111.85,43.6373,0.998298,0.0565664,0.014217
0.081,356.292,9.10994,10000.5,0.99957,8.65587e-05,-0.0071668,0.0284459,24878.5,500.166,10000,5899.1,24527.1,-0.303213,112.412,43.5066,0.998279,0.056866,0.0143324
0.082,360.69,9.26215,10000.5,0.999565,8.57735e-05,-0.00720244,0.0286014,24877,500.171,10000,5899.08,24521.2,-0.333833,113.01,37.1351,0.99826,0.0571767,0.0144035
0.083,365.087,9.4155,10000.5,0.99956,8.4444e-05,-0.00721914,0.0287603,24875.5,500.175,10000,5899.06,24515.3,-0.477074,117.375,32.9011,0.998241,0.0574942,0.0144368
0.084,369.484,9.56998,10000.5,0.999556,8.31788e-05,-0.00723632,0.0289169,24874,500.179,10000,5899.04,24509.4,-0.509824,119.133,33.6142,0.998223,0.0578068,0.014471
0.085,373.881,9.72561,10000.5,0.999551,8.18404e-05,-0.0072496,0.0290722,24872.5,500.183,10000,5899.02,24503.5,-0.677718,124.79,34.0366,0.998204,0.0581172,0.0144975
0.086,378.279,9.8824,10000.6,0.999546,8.03094e-05,-0.00725508,0.0292274,24871,500.188,10000,5899,24497.6,-0.499662,119.018,30.1667,0.998186,0.0584271,0.0145083
0.087,382.676,10.0403,10000.6,0.999542,7.87359e-05,-0.0072575,0.0293811,24869.5,500.192,10000,5898.97,24491.7,-0.397411,115.78,28.4796,0.998168,0.0587341,0.014513
0.088,387.073,10.1994,10000.6,0.999537,7.69404e-05,-0.00725106,0.0295347,24868,500.196,10000,5898.95,24485.8,-0.441517,116.938,26.2027,0.99815,0.059041,0.0145
0.089,391.47,10.3596,10000.6,0.999533,7.52373e-05,-0.00724576,0.0296859,24866.5,500.201,10000,5898.93,24479.9,-0.367479,114.887,26.0391,0.998132,0.059343,0.0144892
0.09,395.867,10.521,10000.6,0.999529,7.37016e-05,-0.00724402,0.0298342,24865,500.205,10000,5898.91,24474,-0.197098,109.614,25.7955,0.998115,0.0596391,0.0144856
0.091,400.264,10.6835,10000.7,0.999524,7.20159e-05,-0.00723588,0.0299818,24863.5,500.21,10000,5898.88,24468.1,-0.188178,109.121,23.9434,0.998097,0.059934,0.0144692
0.092,404.66,10.8472,10000.7,0.99952,7.02626e-05,-0.00722386,0.0301282,24862,500.215,10000,5898.86,24462.2,-0.189984,109.188,22.8905,0.99808,0.0602264,0.014445
0.093,409.057,11.012,10000.7,0.999516,6.89174e-05,-0.00722293,0.0302701,24860.5,500.219,10000,5898.84,24456.3,-0.132211,108.368,25.6398,0.998063,0.0605098,0.014443
0.094,413.454,11.178,10000.7,0.999511,6.73936e-05,-0.00721492,0.0304116,24859,500.224,10000,5898.81,24450.4,-0.193139,110.184,24.1346,0.998046,0.0607925,0.0144269
0.095,417.851,11.3452,10000.8,0.999507,6.7253e-05,-0.00724805,0.03054,24857.5,500.229,10000,5898.79,24444.5,-0.116418,110.829,35.8849,0.99803,0.061049,0.0144931
0.096,422.248,11.5134,10000.8,0.999503,6.7258e-05,-0.00728486,0.0306653,24856,500.234,10000,5898.76,24438.6,-0.0196008,108.063,36.1889,0.998013,0.0612991,0.0145666
0.097,426.644,11.6829,10000.8,0.999499,6.69623e-05,-0.00731191,0.0307917,24854.5,500.239,10000,5898.74,24432.7,0.0448039,105.617,32.7771,0.997997,0.0615515,0.0146206
0.098,431.041,11.8535,10000.8,0.999495,6.70558e-05,-0.00734987,0.0309126,24853,500.244,10000,5898.71,24426.8,0.189626,101.288,34.4843,0.997981,0.061793,0.0146965
0.099,435.437,12.0252,10000.9,0.999491,6.73451e-05,-0.00739311,0.0310298,24851.5,500.249,10000,5898.69,24420.9,0.185551,102.126,36.3847,0.997965,0.0620271,0.0147829
0.1,439.834,12.198,10000.9,0.999487,6.78594e-05,-0.00744255,0.0311429,24850,500.254,10000,5898.66,24415,0.308041,98.179,36.8319,0.997949,0.0622528,0.0148817
0.101,444.23,12.372,10000.9,0.999484,7.04084e-05,-0.00755044,0.0312268,24848.5,500.259,10000,5898.64,24409.1,0.756808,81.7565,45.5782,0.997936,0.0624203,0.0150975
0.102,448.627,12.5471,10000.9,0.99948,7.28827e-05,-0.00765701,0.0313094,24847,500.264,10000,5898.61,24403.2,0.806489,79.7859,44.537,0.997922,0.0625852,0.0153106
0.103,453.023,12.7233,10001,0.999477,7.58061e-05,-0.00777688,0.0313822,24845.5,500.269,10000,5898.58,24397.3,0.931999,74.5785,45.5644,0.997909,0.0627304,0.0155504
0.104,457.419,12.9007,10001,0.999474,7.86428e-05,-0.00789533,0.0314537,24844,500.274,10000,5898.56,24391.5,0.996637,71.8374,43.9654,0.997897,0.0628731,0.0157873
0.105,461.816,13.0791,10001,0.999471,8.13752e-05,-0.00801187,0.0315243,24842.5,500.28,10000,5898.53,24385.6,1.01632,71.4748,43.6784,0.997884,0.063014,0.0160204
0.106,466.212,13.2586,10001.1,0.999468,8.37518e-05,-0.00811954,0.0315983,24841,500.285,10000,5898.5,24379.7,1.03313,70.9922,41.5204,0.997871,0.0631616,0.0162357
0.107,470.608,13.4391,10001.1,0.999465,8.65142e-05,-0.00823847,0.0316634,24839.5,500.29,10000,5898.48,24373.8,1.09005,69.0184,43.6122,0.997859,0.0632915,0.0164736
0.108,475.004,13.6208,10001.1,0.999462,8.93806e-05,-0.00836114,0.0317242,24838,500.296,10000,5898.45,24367.9,1.13011,67.7209,44.2022,0.997847,0.0634127,0.016719
0.109,479.4,13.8035,10001.2,0.999459,9.21569e-05,-0.00848237,0.0317838,24836.5,500.301,10000,5898.42,24362,1.16313,66.6727,43.5938,0.997836,0.0635317,0.0169614
0.11,483.796,13.9873,10001.2,0.999456,9.40117e-05,-0.0085797,0.0318564,24835,500.307,10000,5898.39,24356.1,0.804084,83.776,47.8845,0.997823,0.0636765,0.0171561
0.111,488.192,14.1721,10001.2,0.999452,9.55704e-05,-0.00866945,0.0319314,24833.5,500.313,10000,5898.37,24350.2,0.917341,79.2913,43.6203,0.99781,0.0638262,0.0173355
0.112,492.588,14.358,10001.2,0.99945,9.78253e-05,-0.0087783,0.0319934,24832,500.318,10000,5898.34,24344.3,1.09301,71.3609,44.4564,0.997799,0.0639498,0.0175532
0.113,496.984,14.545,10001.3,0.999447,9.99306e-05,-0.00888385,0.0320555,24830.5,500.324,10000,5898.31,24338.4,1.09584,70.9934,43.7599,0.997787,0.0640738,0.0177643
0.114,501.38,14.733,10001.3,0.999444,0.000102276,-0.00899638,0.0321114,24829,500.33,10000,5898.28,24332.5,1.11615,69.8731,45.3163,0.997776,0.0641853,0.0179893
0.115,505.776,14.922,10001.3,0.999441,0.000103939,-0.00909161,0.0321762,24827.5,500.336,10000,5898.25,24326.6,1.15504,67.2115,39.6497,0.997764,0.0643145,0.0181797
0.116,510.171,15.112,10001.4,0.999438,0.0001056,-0.00918714,0.032239,24826,500.341,10000,5898.22,24320.7,1.21472,63.791,38.0155,0.997752,0.0644399,0.0183708
0.117,514.567,15.3031,10001.4,0.999435,0.000107025,-0.00927685,0.0323036,24824.5,500.347,10000,5898.19,24314.8,1.25322,61.136,35.4563,0.997741,0.0645687,0.0185501
0.118,518.963,15.4952,10001.4,0.999432,0.000108966,-0.00938043,0.032358,24823,500.353,10000,5898.16,24308.9,1.28394,59.7337,37.9636,0.99773,0.0646772,0.0187573
0.119,523.358,15.6883,10001.5,0.999429,0.000110368,-0.00947047,0.032419,24821.5,500.359,10000,5898.14,24303,1.30899,57.3043,33.8621,0.997719,0.0647989,0.0189373
0.12,527.754,15.8823,10001.5,0.999427,0.000111606,-0.00955648,0.0324807,24820,500.365,10000,5898.11,24297.1,1.31015,57.0186,33.1313,0.997707,0.0649221,0.0191093
0.121,532.149,16.0774,10001.6,0.999424,0.000112845,-0.00964275,0.0325406,24818.5,500.371,10000,5898.08,24291.2,1.37289,52.9446,31.0458,0.997696,0.0650416,0.0192817
0.122,536.545,16.2734,10001.6,0.999421,0.000112356,-0.00968326,0.0326227,24817,500.378,10000,5898.05,24285.3,1.1334,66.5488,29.3489,0.997684,0.0652055,0.0193626
0.123,540.94,16.4705,10001.6,0.999418,0.000111844,-0.00972247,0.0327039,24815.5,500.384,10000,5898.02,24279.4,1.21793,63.5698,27.8981,0.997672,0.0653676,0.0194409
0.124,545.335,16.6685,10001.7,0.999415,0.000112426,-0.00979014,0.0327697,24814,500.39,10000,5897.99,24273.5,1.42378,52.2058,27.6934,0.997661,0.0654988,0.0195762
0.125,549.731,16.8674,10001.7,0.999412,0.000112926,-0.00985564,0.0328352,24812.5,500.396,10000,5897.96,24267.6,1.38321,54.1945,28.5241,0.997649,0.0656295,0.0197071
0.126,554.126,17.0674,10001.7,0.99941,0.000114166,-0.00994029,0.0328885,24811,500.403,10000,5897.93,24261.7,1.41037,52.959,31.5491,0.997639,0.065736,0.0198764
0.127,558.521,17.2683,10001.8,0.999407,0.000115116,-0.0100177,0.0329447,24809.5,500.409,10000,5897.9,24255.8,1.39664,53.0782,30.4803,0.997629,0.065848,0.0200312
0.128,562.916,17.4701,10001.8,0.999404,0.000116007,-0.0100937,0.033,24808,500.416,10000,5897.87,24249.9,1.47573,46.5389,26.6767,0.997618,0.0659583,0.0201831
0.129,567.312,17.6729,10001.9,0.999402,0.000116583,-0.0101617,0.0330584,24806.5,500.422,10000,5897.84,24244,1.4684,45.593,25.0386,0.997608,0.0660749,0.0203189
0.13,571.707,17.8766,10001.9,0.999399,0.000117215,-0.010231,0.0331146,24805,500.429,10000,5897.8,24238.1,1.48002,43.6038,24.3005,0.997597,0.0661871,0.0204575
0.131,576.102,18.0812,10001.9,0.999397,0.000119041,-0.0103306,0.0331508,24803.5,500.435,10000,5897.77,24232.2,1.54023,39.4843,26.5846,0.997589,0.0662592,0.0206567
0.132,580.497,18.2868,10002,0.999395,0.000121057,-0.0104355,0.0331819,24802,500.442,10000,5897.74,24226.3,1.53441,39.4233,27.6248,0.99758,0.0663211,0.0208664
0.133,584.892,18.4932,10002,0.999394,0.000125954,-0.0106091,0.0331515,24800.5,500.449,10000,5897.71,24220.4,1.58483,36.9212,39.987,0.997577,0.0662601,0.0212137
0.134,589.286,18.7006,10002.1,0.999393,0.000130707,-0.0107813,0.0331203,24799,500.456,10000,5897.68,24214.5,1.58216,35.5822,38.8174,0.997574,0.0661975,0.0215582
0.135,593.681,18.9088,10002.1,0.999392,0.000135288,-0.0109514,0.0330891,24797.5,500.462,10000,5897.65,24208.6,1.58013,34.1705,37.362,0.99757,0.066135,0.0218985
0.136,598.076,19.1179,10002.2,0.999392,0.000140925,-0.011146,0.0330262,24796,500.469,10000,5897.62,24202.7,1.58601,32.6723,43.471,0.99757,0.0660092,0.0222878
0.137,602.471,19.3279,10002.2,0.999392,0.000146379,-0.0113387,0.032963,24794.5,500.476,10000,5897.59,24196.8,1.58604,31.4328,42.1089,0.99757,0.0658827,0.0226733
0.138,606.865,19.5387,10002.3,0.999392,0.000151495,-0.0115262,0.0329039,24793,500.483,10000,5897.56,24190.9,1.59905,29.4273,38.6709,0.997569,0.0657642,0.0230483
0.139,611.26,19.7503,10002.3,0.999392,0.000156875,-0.0117208,0.0328321,24791.5,500.49,10000,5897.53,24185,1.6248,26.6275,37.8953,0.997569,0.0656206,0.0234376
0.14,615.655,19.9627,10002.3,0.999392,0.000161427,-0.0119001,0.0327778,24790,500.497,10000,5897.5,24179.1,1.62832,24.9101,32.0816,0.997568,0.065512,0.0237963
0.141,620.049,20.1759,10002.4,0.999392,0.0001669,-0.0120994,0.0326925,24788.5,500.504,10000,5897.47,24173.2,1.66387,21.5091,33.5083,0.99757,0.0653412,0.0241951
0.142,624.444,20.3899,10002.4,0.999392,0.000171569,-0.0122847,0.032625,24787,500.512,10000,5897.44,24167.3,1.63971,22.6173,31.8939,0.997569,0.065206,0.0245657
0.143,628.838,20.6046,10002.5,0.999392,0.000175867,-0.012464,0.032563,24785.5,500.519,10000,5897.41,24161.4,1.63098,22.9303,31.4561,0.997569,0.065082,0.0249244
0.144,633.233,20.82,10002.5,0.999392,0.000179736,-0.0126361,0.0325082,24784,500.526,10000,5897.38,24155.5,1.62897,22.8193,30.1391,0.997567,0.0649723,0.0252685
0.145,637.627,21.0362,10002.6,0.999391,0.000183877,-0.0128148,0.0324417,24782.5,500.533,10000,5897.35,24149.6,1.64207,21.4331,30.4997,0.997567,0.0648391,0.025626
0.146,642.021,21.2531,10002.6,0.999392,0.000189073,-0.0130147,0.0323383,24781,500.541,10000,5897.32,24143.7,1.68636,17.0259,30.4131,0.99757,0.0646323,0.0260257
