t,x,y,z,qw,qx,qy,qz,tx,ty,tz,Vc,range,nCx,nCy,nCz,ox,oy,oz
2.534,11137.5,407.197,9982.38,0.999362,-0.000731578,-0.00649863,0.0351258,21199,662.905,10000,5892.51,10064.8,-169.969,761,-1.6121,0.997448,0.0702162,0.0129376
2.535,11141.9,407.475,9982.46,0.999359,-0.00073235,-0.00641123,0.0352057,21197.5,663.033,10000,5892.48,10058.9,-170.874,759.976,3.96248,0.997439,0.0703757,0.0127627
2.536,11146.3,407.754,9982.54,0.999357,-0.000733209,-0.00632009,0.0352845,21196,663.162,10000,5892.44,10053,-170.476,753.361,-4.83637,0.99743,0.0705329,0.0125803
2.537,11150.7,408.034,9982.61,0.999355,-0.000734164,-0.00622491,0.0353617,21194.5,663.291,10000,5892.4,10047.1,-169.704,732.798,-13.9061,0.997422,0.070687,0.0123899
2.538,11155.1,408.315,9982.69,0.999353,-0.000734862,-0.00613566,0.035438,21193,663.419,10000,5892.37,10041.2,-169.3,732.066,-5.93809,0.997413,0.0708392,0.0122113
2.539,11159.4,408.597,9982.77,0.999351,-0.000735576,-0.00604476,0.0355132,21191.5,663.548,10000,5892.33,10035.3,-168.49,730.17,-10.8647,0.997405,0.0709892,0.0120294
2.54,11163.8,408.88,9982.85,0.999349,-0.000736162,-0.00595627,0.0355873,21190,663.677,10000,5892.3,10029.4,-167.956,723.701,-8.83659,0.997396,0.0711371,0.0118524
2.541,11168.2,409.164,9982.93,0.999347,-0.000738545,-0.00581464,0.0356511,21188.5,663.806,10000,5892.27,10023.5,-154.67,511.415,-74.0518,0.99739,0.0712642,0.011569
2.542,11172.6,409.449,9983.01,0.999346,-0.000741192,-0.00566338,0.0357129,21187,663.935,10000,5892.24,10017.6,-146.79,497.71,-86.1263,0.997385,0.0713874,0.0112664
2.543,11177,409.734,9983.08,0.999344,-0.000743604,-0.00551651,0.0357744,21185.5,664.064,10000,5892.22,10011.7,-140.079,478.169,-79.9661,0.99738,0.07151,0.0109726
2.544,11181.4,410.02,9983.16,0.999343,-0.000746012,-0.00536763,0.0358348,21184,664.193,10000,5892.19,10005.8,-134.154,466.77,-82.5875,0.997374,0.0716306,0.0106747
2.545,11185.8,410.307,9983.24,0.999342,-0.000748316,-0.00521955,0.0358946,21182.5,664.322,10000,5892.17,9999.95,-127.722,451.858,-81.2369,0.997369,0.0717498,0.0103785
2.546,11190.2,410.595,9983.31,0.999341,-0.000751186,-0.0050531,0.0359495,21181,664.451,10000,5892.15,9994.06,-121.042,425.958,-98.5659,0.997364,0.0718593,0.0100455
2.547,11194.6,410.883,9983.39,0.999338,-0.000750162,-0.00499464,0.036019,21179.5,664.58,10000,5892.12,9988.17,-107.218,519.397,13.6727,0.997355,0.0719978,0.00992863
2.548,11199,411.172,9983.46,0.999336,-0.00074867,-0.00494905,0.0360883,21178,664.71,10000,5892.09,9982.28,-91.2467,508.787,27.793,0.997346,0.0721361,0.0098375
2.549,11203.3,411.462,9983.54,0.999334,-0.000746886,-0.00491165,0.0361573,21176.5,664.839,10000,5892.06,9976.38,-75.8029,498.82,36.0549,0.997337,0.0722737,0.00976275
2.55,11207.7,411.752,9983.61,0.999331,-0.00074483,-0.004882,0.0362254,21175,664.968,10000,5892.04,9970.49,-61.3154,492.864,43.9383,0.997328,0.0724097,0.00970352
2.551,11212.1,412.043,9983.69,0.999329,-0.000742322,-0.00486507,0.0362918,21173.5,665.098,10000,5892.01,9964.6,-47.4676,472.193,55.7017,0.997318,0.0725421,0.00966973
2.552,11216.5,412.335,9983.76,0.999327,-0.000739604,-0.00485442,0.0363565,21172,665.227,10000,5891.98,9958.71,-34.4909,461.908,61.056,0.997309,0.0726713,0.00964852
2.553,11220.9,412.628,9983.84,0.999325,-0.000736749,-0.00484821,0.0364197,21170.5,665.357,10000,5891.96,9952.82,-21.906,454.48,64.705,0.9973,0.0727973,0.00963621
2.554,11225.3,412.921,9983.91,0.999322,-0.000733533,-0.00485245,0.0364799,21169,665.486,10000,5891.93,9946.92,-10.2215,445.632,74.4738,0.997291,0.0729175,0.0096448
2.555,11229.7,413.215,9983.99,0.99932,-0.000731181,-0.00483434,0.0365416,21167.5,665.616,10000,5891.9,9941.03,2.77758,437.801,50.2189,0.997283,0.0730406,0.00960867
2.556,11234.1,413.509,9984.06,0.999318,-0.000728851,-0.00481606,0.0366013,21166,665.746,10000,5891.88,9935.14,14.9649,435.955,49.7258,0.997274,0.0731598,0.00957221
2.557,11238.5,413.805,9984.13,0.999316,-0.000726999,-0.0047853,0.0366603,21164.5,665.875,10000,5891.85,9929.25,25.6344,439.049,37.1892,0.997266,0.0732773,0.00951075
2.558,11242.9,414.101,9984.2,0.999314,-0.00072549,-0.00474539,0.0367174,21163,666.005,10000,5891.83,9923.36,36.9513,439.537,27.6346,0.997259,0.0733914,0.00943099
2.559,11247.2,414.397,9984.28,0.999312,-0.000723679,-0.00471349,0.0367715,21161.5,666.135,10000,5891.8,9917.47,47.4685,438.135,35.2963,0.997251,0.0734993,0.00936727
2.56,11251.6,414.694,9984.35,0.999311,-0.000721939,-0.00467975,0.0368232,21160,666.265,10000,5891.78,9911.57,56.8177,438.311,33.1506,0.997244,0.0736025,0.00929988
2.561,11256,414.992,9984.42,0.999309,-0.000720515,-0.00463759,0.0368733,21158.5,666.395,10000,5891.75,9905.68,61.8101,422.879,23.3381,0.997238,0.0737024,0.00921563
2.562,11260.4,415.291,9984.49,0.999307,-0.000719333,-0.00458887,0.036922,21157,666.525,10000,5891.73,9899.79,66.2854,420.506,16.2841,0.997231,0.0737994,0.00911827
2.563,11264.8,415.59,9984.57,0.999306,-0.000718096,-0.00454153,0.0369692,21155.5,666.655,10000,5891.7,9893.9,69.7993,423.887,17.1375,0.997225,0.0738935,0.00902366
2.564,11269.2,415.89,9984.64,0.999304,-0.000717613,-0.00447384,0.037016,21154,666.785,10000,5891.68,9888.01,72.8997,440.001,-3.7206,0.99722,0.0739868,0.00888832
2.565,11273.6,416.19,9984.71,0.999303,-0.000717227,-0.00440298,0.037061,21152.5,666.915,10000,5891.65,9882.12,76.498,436.025,-7.84873,0.997214,0.0740767,0.00874665
2.566,11278,416.491,9984.78,0.999302,-0.00071686,-0.00433109,0.0371049,21151,667.045,10000,5891.63,9876.22,79.5155,440.842,-10.0064,0.997209,0.0741642,0.00860294
2.567,11282.4,416.793,9984.85,0.999301,-0.000717281,-0.00423731,0.0371462,21149.5,667.175,10000,5891.6,9870.33,81.6561,430.894,-32.9135,0.997204,0.0742464,0.0084154
2.568,11286.7,417.095,9984.92,0.9993,-0.000717842,-0.00413866,0.0371853,21148,667.306,10000,5891.58,9864.44,84.4243,425.412,-38.741,0.9972,0.0743245,0.00821813
2.569,11291.1,417.398,9984.99,0.999299,-0.000718527,-0.00403551,0.0372221,21146.5,667.436,10000,5891.56,9858.55,87.16,414.14,-43.5651,0.997196,0.0743977,0.00801188
2.57,11295.5,417.702,9985.06,0.999298,-0.000719518,-0.0039231,0.0372581,21145,667.566,10000,5891.53,9852.66,88.3146,438.714,-57.3458,0.997193,0.0744695,0.00778707
2.571,11299.9,418.006,9985.13,0.999297,-0.000720496,-0.00380974,0.0372928,21143.5,667.697,10000,5891.51,9846.77,89.831,435.45,-59.6095,0.997189,0.0745386,0.00756039
2.572,11304.3,418.311,9985.2,0.999296,-0.000721481,-0.00369491,0.0373261,21142,667.827,10000,5891.49,9840.87,91.1527,433.728,-62.6315,0.997186,0.074605,0.00733076
2.573,11308.7,418.616,9985.26,0.999295,-0.000720905,-0.00362109,0.0373633,21140.5,667.958,10000,5891.46,9834.98,90.2581,443.205,-22.4872,0.997182,0.074679,0.0071832
2.574,11313.1,418.922,9985.33,0.999294,-0.000720139,-0.00355196,0.0373997,21139,668.088,10000,5891.44,9829.09,90.1785,436.837,-18.4341,0.997177,0.0747517,0.00704503
2.575,11317.5,419.229,9985.4,0.999293,-0.000719391,-0.00348213,0.0374361,21137.5,668.219,10000,5891.41,9823.2,89.7653,443.478,-20.4555,0.997173,0.0748242,0.00690547
2.576,11321.9,419.536,9985.47,0.999292,-0.000718434,-0.0034176,0.0374714,21136,668.35,10000,5891.39,9817.31,90.3913,435.219,-15.6803,0.997168,0.0748947,0.00677651
2.577,11326.2,419.844,9985.53,0.999291,-0.000717143,-0.00336167,0.0375051,21134.5,668.48,10000,5891.37,9811.42,92.1198,420.063,-7.54644,0.997164,0.0749619,0.00666477
2.578,11330.6,420.153,9985.6,0.999289,-0.000715519,-0.00331461,0.0375377,21133,668.611,10000,5891.34,9805.53,93.3421,414.177,0.426423,0.99716,0.0750268,0.00657079
2.579,11335,420.462,9985.66,0.999289,-0.000713853,-0.00326851,0.0375654,21131.5,668.742,10000,5891.32,9799.63,97.5049,374.713,0.729046,0.997156,0.0750819,0.00647873
2.58,11339.4,420.771,9985.73,0.999288,-0.000711776,-0.00323348,0.0375913,21130,668.873,10000,5891.3,9793.74,100.813,374.806,10.026,0.997153,0.0751337,0.00640883
2.581,11343.8,421.082,9985.8,0.999287,-0.000709352,-0.00320797,0.0376151,21128.5,669.004,10000,5891.28,9787.85,104.196,372.059,18.0205,0.99715,0.0751811,0.00635801
2.582,11348.2,421.392,9985.86,0.999286,-0.000706706,-0.00318898,0.0376373,21127,669.135,10000,5891.26,9781.96,106.506,372.246,23.5519,0.997147,0.0752254,0.00632021
2.583,11352.6,421.703,9985.93,0.999285,-0.000703334,-0.00318982,0.0376564,21125.5,669.266,10000,5891.23,9776.07,108.611,367.646,40.7226,0.997144,0.0752635,0.0063221
2.584,11357,422.015,9985.99,0.999285,-0.000699979,-0.00319125,0.0376735,21124,669.397,10000,5891.21,9770.18,111.067,361.953,40.7827,0.997141,0.0752976,0.0063252
2.585,11361.4,422.327,9986.05,0.999284,-0.000697068,-0.00318232,0.0376922,21122.5,669.528,10000,5891.19,9764.29,111.686,371.686,32.4533,0.997138,0.075335,0.00630754
2.586,11365.7,422.64,9986.12,0.999283,-0.000694319,-0.00316995,0.0377094,21121,669.659,10000,5891.17,9758.4,112.534,361.294,28.545,0.997136,0.0753691,0.006283
2.587,11370.1,422.954,9986.18,0.999283,-0.000691553,-0.00315967,0.0377352,21119.5,669.79,10000,5891.14,9752.5,117.63,478.921,39.1885,0.997132,0.0754205,0.00626261
2.588,11374.5,423.268,9986.24,0.999282,-0.000688593,-0.0031553,0.0377593,21118,669.922,10000,5891.12,9746.61,124.037,492.412,47.1624,0.997129,0.0754687,0.00625406
2.589,11378.9,423.582,9986.31,0.999281,-0.000685665,-0.00315103,0.037782,21116.5,670.053,10000,5891.09,9740.72,130.39,501.688,48.219,0.997125,0.075514,0.00624572
2.59,11383.3,423.897,9986.37,0.99928,-0.000682697,-0.00314877,0.0378036,21115,670.184,10000,5891.06,9734.83,134.451,508.272,51.2988,0.997122,0.0755571,0.00624139
2.591,11387.7,424.213,9986.43,0.999279,-0.000679711,-0.00314798,0.0378246,21113.5,670.316,10000,5891.03,9728.94,137.88,518.782,54.1738,0.997119,0.075599,0.00624
2.592,11392.1,424.53,9986.49,0.999278,-0.000676759,-0.00314729,0.0378448,21112,670.447,10000,5891.01,9723.05,141.022,522.968,54.789,0.997116,0.0756393,0.00623881
2.593,11396.5,424.847,9986.56,0.999278,-0.000673704,-0.00315037,0.0378645,21110.5,670.579,10000,5890.98,9717.16,143.766,536.416,61.0462,0.997113,0.0756786,0.00624518
2.594,11400.8,425.165,9986.62,0.999277,-0.000670807,-0.00315033,0.0378834,21109,670.711,10000,5890.95,9711.27,146.733,534.479,56.9533,0.99711,0.0757163,0.00624527
2.595,11405.2,425.483,9986.68,0.999276,-0.000667914,-0.0031511,0.0379008,21107.5,670.842,10000,5890.92,9705.38,149.725,528.897,57.5654,0.997107,0.0757509,0.00624701
2.596,11409.6,425.803,9986.74,0.999276,-0.000664834,-0.00315768,0.0379159,21106,670.974,10000,5890.89,9699.49,156.406,533.548,65.8097,0.997105,0.075781,0.00626037
2.597,11414,426.122,9986.8,0.999275,-0.000661695,-0.00316687,0.0379298,21104.5,671.106,10000,5890.86,9693.59,160.697,540.366,70.3243,0.997103,0.0758088,0.00627896
2.598,11418.4,426.443,9986.86,0.999275,-0.00065842,-0.00318073,0.037942,21103,671.237,10000,5890.83,9687.7,165.035,541.814,77.0611,0.997101,0.0758331,0.00630688
2.599,11422.8,426.764,9986.92,0.999274,-0.000655262,-0.00319275,0.037954,21101.5,671.369,10000,5890.8,9681.81,168.276,550.325,76.0784,0.997099,0.075857,0.00633112
2.6,11427.2,427.086,9986.98,0.999274,-0.000652316,-0.00320045,0.037966,21100,671.501,10000,5890.77,9675.92,170.029,552.619,70.8154,0.997097,0.0758811,0.00634672
2.601,11431.6,427.408,9987.04,0.999273,-0.000649324,-0.00321036,0.0379768,21098.5,671.633,10000,5890.74,9670.03,171.69,547.869,73.4651,0.997095,0.0759026,0.00636674
2.602,11435.9,427.731,9987.1,0.999273,-0.000647011,-0.00320351,0.0379869,21097,671.765,10000,5890.72,9664.14,172.766,526.162,49.4181,0.997093,0.0759227,0.0063532
2.603,11440.3,428.054,9987.16,0.999274,-0.000641606,-0.00327554,0.0379583,21095.5,671.897,10000,5890.7,9658.25,183.283,378.01,117.952,0.997097,0.0758658,0.00649761
2.604,11444.7,428.378,9987.22,0.999275,-0.000635939,-0.00335652,0.0379243,21094,672.029,10000,5890.67,9652.36,189.585,375.776,129.121,0.997101,0.0757979,0.00665993
2.605,11449.1,428.702,9987.28,0.999276,-0.000630409,-0.00343616,0.0378856,21092.5,672.161,10000,5890.65,9646.47,195.201,365.162,126.908,0.997106,0.0757207,0.00681957
2.606,11453.5,429.027,9987.34,0.999277,-0.000625328,-0.00350673,0.0378487,21091,672.294,10000,5890.63,9640.58,199.299,370.126,120.197,0.99711,0.0756472,0.00696106
2.607,11457.9,429.352,9987.4,0.999278,-0.000621077,-0.00355851,0.03782,21089.5,672.426,10000,5890.61,9634.69,200.713,387.389,105.044,0.997114,0.0755898,0.00706491
2.608,11462.3,429.678,9987.45,0.999279,-0.000617181,-0.00360328,0.0377955,21088,672.558,10000,5890.59,9628.8,200.768,398.806,100.515,0.997117,0.0755409,0.0071547
2.609,11466.7,430.004,9987.51,0.99928,-0.000613169,-0.00365268,0.0377688,21086.5,672.691,10000,5890.57,9622.91,200.581,391.891,104.9,0.99712,0.0754876,0.00725378
2.61,11471.1,430.331,9987.57,0.99928,-0.000609044,-0.00370692,0.037742,21085,672.823,10000,5890.55,9617.02,200.025,393.688,111.337,0.997124,0.0754341,0.00736253
2.611,11475.4,430.658,9987.63,0.999281,-0.000604875,-0.00376401,0.0377128,21083.5,672.955,10000,5890.53,9611.12,199.889,385.132,113.402,0.997127,0.075376,0.00747698
2.612,11479.8,430.985,9987.69,0.999282,-0.000601355,-0.00380768,0.037702,21082,673.088,10000,5890.51,9605.23,198.45,461.101,115.109,0.997128,0.0753544,0.00756454
2.613,11484.2,431.313,9987.74,0.999282,-0.000597732,-0.00385607,0.0376951,21080.5,673.22,10000,5890.48,9599.34,195.701,488.714,127.619,0.997128,0.0753407,0.00766154
2.614,11488.6,431.641,9987.8,0.999282,-0.000594321,-0.00390074,0.0376902,21079,673.353,10000,5890.45,9593.45,193.344,492.178,124.168,0.997128,0.0753309,0.00775108
2.615,11493,431.97,9987.86,0.999281,-0.000592331,-0.00391109,0.0377028,21077.5,673.486,10000,5890.43,9587.56,185.501,581.959,93.2382,0.997126,0.075356,0.00777189
2.616,11497.4,432.299,9987.92,0.999281,-0.000590367,-0.00392178,0.0377174,21076,673.618,10000,5890.4,9581.67,179.237,591.493,94.9991,0.997124,0.0753851,0.00779338
2.617,11501.8,432.629,9987.98,0.99928,-0.00058946,-0.00390578,0.0377376,21074.5,673.751,10000,5890.37,9575.78,172.526,609.277,57.8267,0.997121,0.0754255,0.00776145
2.618,11506.1,432.96,9988.03,0.999279,-0.000588477,-0.00389221,0.0377596,21073,673.884,10000,5890.34,9569.89,165.913,620.897,61.903,0.997118,0.0754693,0.00773437
2.619,11510.5,433.291,9988.09,0.999278,-0.000587746,-0.00387226,0.0377821,21071.5,674.017,10000,5890.31,9564,159.525,602.211,50.4786,0.997115,0.0755142,0.00769451
2.62,11514.9,433.623,9988.15,0.999278,-0.000587178,-0.00384826,0.0378062,21070,674.15,10000,5890.28,9558.11,152.561,604.686,44.2331,0.997112,0.0755623,0.00764655
2.621,11519.3,433.956,9988.2,0.999277,-0.000586347,-0.00383134,0.0378311,21068.5,674.283,10000,5890.25,9552.22,145.012,605.109,53.7818,0.997108,0.075612,0.00761276
2.622,11523.7,434.289,9988.26,0.999276,-0.000585705,-0.00380977,0.0378582,21067,674.416,10000,5890.22,9546.33,136.535,613.841,47.1567,0.997104,0.075666,0.00756967
2.623,11528.1,434.622,9988.32,0.999275,-0.000584904,-0.00379247,0.0378853,21065.5,674.549,10000,5890.19,9540.44,129.347,598.533,51.5178,0.997101,0.0757201,0.00753513
2.624,11532.5,434.957,9988.37,0.999274,-0.0005843,-0.00377025,0.0379134,21064,674.682,10000,5890.16,9534.55,122.703,591.37,43.5387,0.997097,0.0757762,0.00749072
2.625,11536.9,435.291,9988.43,0.999273,-0.00058371,-0.00374774,0.0379423,21062.5,674.815,10000,5890.13,9528.66,116.159,586.334,42.2227,0.997093,0.0758337,0.00744574
2.626,11541.2,435.627,9988.48,0.999272,-0.000583216,-0.00372277,0.0379715,21061,674.948,10000,5890.1,9522.77,110.062,570.254,37.2677,0.997089,0.075892,0.00739583
2.627,11545.6,435.963,9988.54,0.999271,-0.000582796,-0.0036959,0.0380012,21059.5,675.082,10000,5890.08,9516.88,103.559,559.455,33.5155,0.997084,0.0759514,0.00734211
2.628,11550,436.299,9988.6,0.99927,-0.000582226,-0.00367294,0.0380317,21058,675.215,10000,5890.05,9510.99,96.5005,558.726,37.9803,0.99708,0.0760121,0.00729623
2.629,11554.4,436.636,9988.65,0.999269,-0.000581591,-0.0036518,0.0380627,21056.5,675.348,10000,5890.02,9505.1,89.9977,556.204,39.6358,0.997076,0.0760739,0.00725399
2.63,11558.8,436.973,9988.71,0.999267,-0.00057995,-0.00365693,0.0380919,21055,675.482,10000,5889.99,9499.21,83.3736,558.18,73.7923,0.997071,0.0761323,0.00726432
2.631,11563.2,437.311,9988.76,0.999266,-0.000578099,-0.00366815,0.0381209,21053.5,675.615,10000,5889.97,9493.32,76.8078,554.41,81.2672,0.997067,0.0761901,0.00728683
2.632,11567.6,437.65,9988.82,0.999265,-0.000576242,-0.00368018,0.0381493,21052,675.749,10000,5889.94,9487.43,74.4674,537.182,79.993,0.997062,0.0762468,0.00731098
2.633,11572,437.989,9988.87,0.999264,-0.000574414,-0.00369228,0.0381787,21050.5,675.882,10000,5889.91,9481.54,76.5543,628.19,93.6398,0.997058,0.0763055,0.00733527
2.634,11576.3,438.329,9988.93,0.999263,-0.000572699,-0.00370208,0.0382076,21049,676.016,10000,5889.88,9475.65,80.985,639.569,92.1494,0.997053,0.0763632,0.00735494
2.635,11580.7,438.669,9988.98,0.999262,-0.000571282,-0.00370474,0.0382364,21047.5,676.15,10000,5889.85,9469.76,85.8477,636.362,81.2368,0.997049,0.0764205,0.00736032
2.636,11585.1,439.01,9989.03,0.999261,-0.000569799,-0.00370952,0.0382642,21046,676.283,10000,5889.81,9463.87,87.7098,639.445,84.9343,0.997044,0.076476,0.00736994
2.637,11589.5,439.351,9989.09,0.99926,-0.000569509,-0.00368402,0.0382954,21044.5,676.417,10000,5889.78,9457.98,85.915,678.603,41.8892,0.99704,0.0765383,0.00731897
2.638,11593.9,439.693,9989.14,0.999258,-0.000569614,-0.00364796,0.0383253,21043,676.551,10000,5889.75,9452.09,88.9816,622.549,22.7707,0.997036,0.0765979,0.00724686
2.639,11598.3,440.036,9989.2,0.999258,-0.00056968,-0.00361253,0.0383542,21041.5,676.685,10000,5889.72,9446.2,90.6196,612.208,22.5902,0.997032,0.0766557,0.00717599
2.64,11602.7,440.379,9989.25,0.999257,-0.000569831,-0.00357455,0.0383829,21040,676.819,10000,5889.69,9440.31,91.9545,620.201,18.5091,0.997028,0.0767127,0.00710005
2.641,11607,440.723,9989.3,0.999256,-0.000569925,-0.00353767,0.038411,21038.5,676.953,10000,5889.66,9434.42,93.0193,622.015,19.3732,0.997024,0.0767687,0.0070263
2.642,11611.4,441.067,9989.36,0.999255,-0.000569887,-0.00350385,0.0384386,21037,677.087,10000,5889.63,9428.53,92.6916,622.905,23.0591,0.99702,0.0768239,0.00695866
2.643,11615.8,441.412,9989.41,0.999254,-0.000569753,-0.00347229,0.0384662,21035.5,677.221,10000,5889.6,9422.64,91.5088,633.795,26.0696,0.997017,0.076879,0.00689557
2.644,11620.2,441.757,9989.46,0.999253,-0.000569191,-0.00345178,0.0384955,21034,677.355,10000,5889.57,9416.75,81.7075,713.042,46.5853,0.997012,0.0769374,0.00685457
2.645,11624.6,442.103,9989.52,0.999252,-0.000568625,-0.00343154,0.0385262,21032.5,677.489,10000,5889.53,9410.86,69.8714,766.856,49.8283,0.997008,0.0769986,0.00681413
2.646,11629,442.45,9989.57,0.99925,-0.000567979,-0.00341346,0.0385573,21031,677.623,10000,5889.49,9404.97,59.792,779.903,53.9311,0.997003,0.0770607,0.00677801
2.647,11633.4,442.798,9989.62,0.999249,-0.000567354,-0.00339492,0.0385889,21029.5,677.758,10000,5889.45,9399.08,50.8567,794.374,53.483,0.996999,0.0771236,0.00674095
2.648,11637.7,443.146,9989.67,0.999248,-0.000566638,-0.00337884,0.0386204,21028,677.892,10000,5889.41,9393.19,42.2494,785.341,56.7923,0.996994,0.0771865,0.00670883
2.649,11642.1,443.495,9989.72,0.999247,-0.000566436,-0.00334966,0.0386533,21026.5,678.026,10000,5889.37,9387.31,28.8036,842.85,34.8895,0.996989,0.0772521,0.00665049
2.65,11646.5,443.845,9989.78,0.999246,-0.000566919,-0.00330265,0.0386865,21025,678.161,10000,5889.33,9381.42,20.5587,834.545,-0.477975,0.996985,0.0773185,0.00655646
2.651,11650.9,444.195,9989.83,0.999245,-0.000567351,-0.00325641,0.0387197,21023.5,678.295,10000,5889.29,9375.53,12.5757,836.111,-0.323332,0.99698,0.0773847,0.00646397
2.652,11655.3,444.546,9989.88,0.999244,-0.000567975,-0.0032047,0.0387528,21022,678.43,10000,5889.25,9369.64,4.39708,833.62,-12.0882,0.996976,0.0774506,0.00636052
2.653,11659.7,444.898,9989.93,0.999242,-0.00056844,-0.00315649,0.0387858,21020.5,678.564,10000,5889.21,9363.75,-4.46168,833.662,-6.82082,0.996971,0.0775164,0.0062641
2.654,11664.1,445.251,9989.98,0.999241,-0.000569093,-0.00310286,0.0388185,21019,678.699,10000,5889.17,9357.86,-15.0164,863.487,-19.2199,0.996967,0.0775817,0.00615683
2.655,11668.4,445.605,9990.03,0.99924,-0.000569581,-0.00305284,0.0388512,21017.5,678.834,10000,5889.13,9351.97,-24.4808,854.511,-13.4717,0.996963,0.0776468,0.00605679
2.656,11672.8,445.959,9990.08,0.999239,-0.000570128,-0.00300075,0.0388835,21016,678.969,10000,5889.09,9346.08,-33.6011,855.196,-18.989,0.996958,0.0777112,0.00595261
2.657,11677.2,446.314,9990.13,0.999238,-0.00057083,-0.00294405,0.0389154,21014.5,679.103,10000,5889.04,9340.19,-42.8494,863.681,-29.8552,0.996954,0.0777748,0.00583918
2.658,11681.6,446.67,9990.18,0.999237,-0.000571429,-0.0028893,0.0389469,21013,679.238,10000,5889,9334.3,-51.9928,877.431,-28.0532,0.99695,0.0778377,0.00572967
2.659,11686,447.026,9990.23,0.999236,-0.000571568,-0.00284571,0.0389783,21011.5,679.373,10000,5888.96,9328.41,-59.3725,883.117,-7.169,0.996945,0.0779003,0.00564251
2.66,11690.4,447.383,9990.28,0.999235,-0.0005718,-0.00279931,0.0390092,21010,679.508,10000,5888.92,9322.52,-65.2918,877.661,-14.0706,0.996941,0.0779619,0.00554971
2.661,11694.8,447.741,9990.33,0.999234,-0.000571809,-0.00275818,0.0390398,21008.5,679.643,10000,5888.88,9316.64,-69.9948,867.342,-4.69593,0.996937,0.0780228,0.00546749
2.662,11699.1,448.1,9990.38,0.999233,-0.000571299,-0.00272998,0.0390697,21007,679.778,10000,5888.83,9310.75,-76.3075,884.534,20.3243,0.996932,0.0780826,0.00541113
2.663,11703.5,448.46,9990.43,0.999232,-0.000571561,-0.00268199,0.0390992,21005.5,679.913,10000,5888.79,9304.86,-81.8187,849.233,-20.0177,0.996928,0.0781414,0.00531516
2.664,11707.9,448.82,9990.48,0.999231,-0.000571608,-0.00263899,0.0391284,21004,680.048,10000,5888.75,9298.97,-85.6481,849.939,-11.5836,0.996924,0.0781995,0.00522919
2.665,11712.3,449.181,9990.53,0.999229,-0.000571108,-0.00260961,0.039157,21002.5,680.183,10000,5888.71,9293.08,-87.6139,841.301,13.76,0.99692,0.0782567,0.00517047
2.666,11716.7,449.543,9990.58,0.999228,-0.000570378,-0.00258599,0.0391851,21001,680.319,10000,5888.67,9287.19,-88.4302,835.557,23.9929,0.996916,0.0783128,0.00512329
2.667,11721.1,449.905,9990.62,0.999227,-0.000569446,-0.00256757,0.0392127,20999.5,680.454,10000,5888.63,9281.3,-88.1638,817.36,32.6736,0.996912,0.0783677,0.00508652
2.668,11725.4,450.268,9990.67,0.999226,-0.00056866,-0.0025456,0.03924,20998,680.589,10000,5888.59,9275.41,-87.9822,820.883,25.5764,0.996907,0.0784221,0.00504263
2.669,11729.8,450.632,9990.72,0.999225,-0.000567824,-0.00252496,0.0392668,20996.5,680.725,10000,5888.55,9269.53,-88.1858,813.798,27.2987,0.996903,0.0784757,0.00500142
2.67,11734.2,450.996,9990.77,0.999224,-0.000566345,-0.00252077,0.0392924,20995,680.86,10000,5888.52,9263.64,-87.5054,782.224,55.516,0.9969,0.0785268,0.00499312
2.671,11738.6,451.361,9990.81,0.999223,-0.000564733,-0.00252037,0.0393174,20993.5,680.996,10000,5888.48,9257.75,-87.5375,773.838,61.6676,0.996896,0.0785765,0.00499242
2.672,11743,451.726,9990.86,0.999222,-0.000562998,-0.00252361,0.0393416,20992,681.131,10000,5888.44,9251.86,-87.906,771.21,67.9822,0.996892,0.0786249,0.004999
2.673,11747.4,452.093,9990.91,0.999222,-0.00056116,-0.00253004,0.0393652,20990.5,681.267,10000,5888.41,9245.97,-89.4086,772.243,73.9361,0.996888,0.078672,0.00501197
2.674,11751.8,452.459,9990.95,0.999221,-0.000559624,-0.0025295,0.0393891,20989,681.403,10000,5888.37,9240.08,-91.9607,775.99,61.8261,0.996884,0.0787195,0.00501097
2.675,11756.1,452.827,9991,0.99922,-0.000558226,-0.00252598,0.0394127,20987.5,681.538,10000,5888.34,9234.2,-95.4431,768.41,55.8798,0.996881,0.0787667,0.00500401
2.676,11760.5,453.195,9991.05,0.999219,-0.000556805,-0.00252344,0.0394358,20986,681.674,10000,5888.3,9228.31,-99.1625,764.923,57.3309,0.996877,0.0788128,0.00499903
2.677,11764.9,453.563,9991.09,0.999218,-0.000555477,-0.00251902,0.0394586,20984.5,681.81,10000,5888.26,9222.42,-105.404,777.782,54.8144,0.996873,0.0788583,0.00499026
2.678,11769.3,453.932,9991.14,0.999217,-0.000554184,-0.00251407,0.0394809,20983,681.946,10000,5888.23,9216.53,-111.327,768.843,53.1722,0.99687,0.0789027,0.00498044
2.679,11773.7,454.302,9991.18,0.999216,-0.000552662,-0.00251527,0.0395021,20981.5,682.082,10000,5888.19,9210.64,-117.372,755.643,63.0501,0.996867,0.078945,0.00498293
2.68,11778.1,454.672,9991.23,0.999215,-0.000551016,-0.00252008,0.0395223,20980,682.217,10000,5888.16,9204.75,-122.776,735.527,67.7332,0.996863,0.0789853,0.00499266
